customerNumber,customerName,contactLastName,contactFirstName,phone,addressLine1,addressLine2,city,state,postalCode,country,salesRepEmployeeNumber,creditLimit,LTV
3656,"Howell, Kent and Cook",Price,Donna,+1-219-802-4512x3366,159 Spruce Ln,,San Antonio,TX,78201,United States,3573,4400.81,9874.6
2400,Grant and Sons,Miller,Shawn,7104294830,789 Pine Cir,,Raleigh,NC,27601,United States,6119,5433.44,4768.04
5529,"Donaldson, Hart and Bell",Whitaker,Teresa,708.772.8442x03832,187 Oak St,Apt 39,Utrecht,Gelderland,6811,Netherlands,7018,5185.14,9761.33
3065,"Wood, Woods and Cunningham",Weber,Jesse,001-630-603-7660x71762,790 Maple Ave,Apt 34,Seville,Catalonia,41001,Spain,4312,2064.96,6180.26
6322,"Wilson, Rogers and Lee",Jones,Catherine,469.267.7697,793 Oak St,Apt 22,A Coruña,Madrid,08001,Spain,8873,4548.54,6334.55
4011,Johnson and Sons,Hernandez,Brittany,716.569.7638x0083,852 Maple Ave,,Cleveland,OH,44101,United States,4735,1174.08,4806.87
1955,"Acevedo, Oconnell and Shannon",Nichols,Lucas,673.578.3517x8369,852 Cedar Ave,,Las Vegas,NV,89101,United States,8390,5588.24,6182.63
5474,"Davis, Stokes and Lester",Wolfe,James,335.539.9108,717 Oak St,Apt 11,Hamburg,Hesse,10115,Germany,6364,9623.16,7873.76
8023,Hendricks-Wright,Gonzalez,Angelica,649.782.6798x409,269 Maple Ave,Apt 21,Turin,Campania,80100,Italy,3896,7783.82,4286.26
3590,"Horn, Gregory and Brady",Zhang,David,(237)844-5979,687 High St,Apt 38,Munich,Saxony,60311,Germany,2493,6605.77,7018.54
9299,"Oconnor, Lopez and Brown",Andrews,Stacy,713.418.4266,addressLine1,addressLine2,city,state,postalCode,country,6243,3692.1,8922.24
9014,Bradley Group,Osborne,Terri,001-568-678-0948x061,14 Oak St,Apt 35,Venice,Piedmont,00100,Italy,8148,4210.09,7630.09
3440,"Watson, Edwards and Mendoza",Clark,Angela,509-259-9590x24188,789 Pine Cir,,Raleigh,NC,27601,United States,7649,6392.92,5763.9
6628,Ward-Lopez,Taylor,Amanda,(964)402-0077x495,321 Birch Blvd,,Houston,TX,77001,United States,3180,9429.12,7875.84
8326,Freeman Inc,Hurley,Andrea,788.592.7618x407,951 Oak St,,Louisville,KY,40201,United States,9723,3998.36,9044.3
6370,Coleman LLC,Lambert,Victoria,8886639174,951 Oak St,,Louisville,KY,40201,United States,9537,2268.35,6072.26
3225,Rogers Inc,Burgess,Jacob,821-847-4607x7900,753 Birch Cir,Suite 4,Portland,OR,97201,United States,6153,4532.58,2695.93
6221,"Wright, Short and Trevino",Valdez,Crystal,640-822-2247,789 Pine Dr,Unit 5B,Chicago,IL,60601,United States,6592,5446.58,7478.31
7223,"Berger, Adams and Carpenter",Reynolds,Sarah,369.806.6080,133 Oak St,Apt 16,Venice,Campania,20100,Italy,1035,9755.74,7010.07
7898,Ferguson Inc,Conner,Michelle,7373536731,133 Oak St,Apt 16,Venice,Campania,20100,Italy,5929,2977.52,3171.34
2918,Payne Group,Gilbert,Jennifer,9814626093,679 Redwood Ln,Unit 2C,Tucson,AZ,85701,United States,3844,7688.17,6762.73
9965,"Wheeler, Parks and Young",Curry,Amy,001-508-935-6695x36612,789 Maple Dr,Apt 3B,Denver,CO,80201,United States,5618,1121.16,6595.48
4812,"Harris, Ward and Watson",Bowman,Diane,+1-253-612-8332x1377,19 High St,Apt 21,Leipzig,Berlin,10115,Germany,9857,1990.79,5515.41
4001,Evans Group,Peck,Wesley,(732)506-4835,343 Maple Ave,Apt 9,Berlin,Saxony,20095,Germany,1689,9459.07,5651.02
6060,Jones-Sampson,Martinez,Chad,234.849.1937x3998,134 Redwood Dr,,Jacksonville,FL,32201,United States,8675,4449.59,1346.34
4639,"Santos, Parker and Caldwell",Davis,Ronnie,577.439.5027,134 Pine Dr,,Milwaukee,WI,53201,United States,3106,9399.67,7507.28
3560,Lambert Group,Daugherty,Melvin,967-226-6617x66437,14 Oak St,Apt 35,Venice,Piedmont,00100,Italy,6314,1999.7,9842.44
9723,Turner LLC,Jackson,Jennifer,6887529903,14 Oak St,Apt 35,Venice,Piedmont,00100,Italy,3140,9781.42,1584.65
1110,Thompson-Williams,Carter,Jody,(880)289-4648x7336,907 Oak St,,Sacramento,CA,94203,United States,6620,8066.87,7153.44
7078,Anderson-Kirby,Fitzgerald,Stephanie,559.866.3633,907 Walnut St,,Fort Worth,TX,76101,United States,3563,9674.74,5203.15
9047,Johnson-Lara,Wood,Pam,(450)440-6744x12749,407 Park Ave,Apt 15,Venice,Lombardy,80100,Italy,8684,7978.61,3595.63
5423,Clay-Walker,Lopez,Steven,791-846-3373,951 Hickory St,Apt 7,San Jose,CA,95101,United States,5063,9088.13,1386.6
1045,"Jones, Johnson and Robinson",Robertson,Amber,(479)537-1909x9543,321 Birch Blvd,,Houston,TX,77001,United States,2916,9264.86,5837.6
9603,"Harvey, Mcdonald and Salinas",Mitchell,Kimberly,001-801-455-3087x128,134 Pine Dr,,Milwaukee,WI,53201,United States,3787,2501.24,7705.72
8611,Beard and Sons,Rios,Nicole,+1-560-521-5825x9431,248 Birch Blvd,,Arlington,TX,76001,United States,3447,3116.97,2484.41
3924,Petersen-Collins,Jones,Melanie,282.346.4918,203 Oak St,Apt 28,Munich,Hamburg,10115,Germany,5637,9919.83,2399.02
6234,"Barber, Gonzales and Ferguson",Moses,Audrey,370.671.1645x84946,742 High St,Apt 30,Marseille,Occitanie,69000,France,1998,4975.19,8906.89
7462,Chen LLC,Hoover,Timothy,907-738-2596x54822,49 Oak St,Apt 1,Amsterdam,North Holland,3011,Netherlands,2388,7924.89,1748.75
9186,Odonnell-Donaldson,Wright,Elizabeth,950-706-6421,930 Main St,Apt 32,Utrecht,Utrecht,1012,Netherlands,7714,6187.11,4179.42
5695,Miller-Fisher,Werner,Lisa,453-845-7039x77026,747 Main St,Apt 13,Barcelona,Andalusia,15001,Spain,5741,4170.16,6414.5
9459,"Herrera, Huff and Brown",Thomas,Carlos,+1-414-584-1675x300,321 Spruce Dr,,Omaha,NE,68101,United States,4953,1944.74,2699.17
6184,Gonzalez-Roberts,Jones,Matthew,403-490-4076x5036,339 Oak St,Apt 40,Utrecht,Limburg,3511,Netherlands,6108,6472.09,3346.47
2221,Schultz Group,Long,Madison,634.210.8578x449,467 Cedar St,,Anaheim,CA,92801,United States,6000,5648.45,7435.47
6376,Simon-Lewis,Acosta,Amanda,2246196152,654 Fir St,,Nashville,TN,37201,United States,9542,5701.95,5874.81
3743,Mccoy-Rivera,Diaz,Paul,623-405-2721x0816,920 Oak St,Apt 11,Milan,Campania,30100,Italy,8023,6503.79,9859.78
2596,Walker-Williams,Blake,Jennifer,338.360.2694x501,98 Park Ave,Apt 35,Amsterdam,Gelderland,1012,Netherlands,9295,1000.64,4548.11
4718,Reyes-Page,Ortega,Jason,567-745-8905x23591,508 Maple Ave,Apt 35,Munich,Hamburg,04103,Germany,2441,8839.46,1551.61
9998,Jackson PLC,Rodriguez,Alejandro,001-388-906-0454,123 Cedar St,,Atlanta,GA,30301,United States,9036,8470.23,9412.2
3775,Wilson-White,Christensen,Brandon,(519)273-8038x479,19 High St,Apt 21,Leipzig,Berlin,10115,Germany,3344,4265.45,2500.12
4024,Fletcher-Bowen,Johnson,Lauren,605-268-8700x0000,742 High St,Apt 30,Marseille,Occitanie,69000,France,9153,8558.21,9219.1
3244,Vargas PLC,Fuller,Nichole,001-947-284-1729x192,248 Maple Ct,,Baltimore,MD,21201,United States,7166,8751.46,7705.58
4265,Wilson LLC,Wood,Maria,933-380-6942x3082,789 Maple Dr,Apt 3B,Denver,CO,80201,United States,9026,9696.88,3303.4
2096,Rose Ltd,Hernandez,Chase,6547910065,49 Oak St,Apt 1,Amsterdam,North Holland,3011,Netherlands,1149,3544.71,7967.23
5426,Hanson and Sons,Freeman,Grace,878-283-9225x4960,134 Redwood Dr,,Jacksonville,FL,32201,United States,1659,4335.32,9783.93
9575,"Nichols, Day and Roberts",Johnson,Ryan,(901)468-9660,237 Main St,Apt 35,Madrid,Valencia,15001,Spain,7723,4263.66,8255.97
2578,Fernandez Inc,Green,Barbara,(866)801-1011,248 Birch Blvd,,Arlington,TX,76001,United States,5751,1028.04,9884.93
9026,"Whitehead, Kelly and Chavez",Vargas,Fred,966-484-4273x513,987 Juniper Rd,,Boston,MA,02101,United States,5805,4507.02,2853.59
7437,Barnes-Mathews,Salazar,Mary,687.401.6353,753 Chestnut Cir,,New Orleans,LA,70112,United States,8807,2128.63,6148.71
4541,Miller-James,Ruiz,Aaron,910-388-6635,987 Juniper Rd,,Boston,MA,02101,United States,8728,8707.92,2657.06
5198,Burton-Smith,Carr,Jennifer,476-400-2239x08292,262 Oak St,Apt 12,Marseille,Occitanie,31000,France,3418,1536.12,6271.8
2668,Jones-Landry,Wright,Debra,846.367.7762x5491,203 Oak St,Apt 28,Munich,Hamburg,10115,Germany,1807,2109.88,7058.21
8604,Marshall Group,Thomas,Cynthia,239-793-0407,789 Pine Dr,Unit 5B,Chicago,IL,60601,United States,6582,2647.59,7174.64
4908,"King, Delacruz and Thomas",Campbell,Madison,2338296008,596 Park Ave,Apt 41,Madrid,Catalonia,28001,Spain,6190,2919.93,6838.68
6879,Wheeler Group,Eaton,John,001-399-825-5251,654 Redwood St,Unit 8,Colorado Springs,CO,80901,United States,4295,8010.4,4001.91
5928,"Thomas, Wall and Grant",Morris,David,552-503-7547x79593,674 Park Ave,Apt 6,Leipzig,Hamburg,20095,Germany,7437,4344.71,2457.02
7993,Adams-Munoz,Yoder,Melanie,9936223553,456 Alder Ave,,Seattle,WA,98101,United States,6259,7712.69,4629.45
3151,Drake Inc,Ashley,Brittany,395.837.1068x34708,753 Birch Cir,Suite 4,Portland,OR,97201,United States,5404,2605.15,5026.33
4128,Thompson-Mccoy,White,Connie,971.450.7679,456 Maple Ave,Apt 9B,Miami,FL,33101,United States,6137,7442.9,9356.98
8075,"Roberson, Case and Johnson",Rojas,Brenda,706.879.4121,893 Oak St,Apt 47,Naples,Lombardy,20100,Italy,2440,1595.06,7745.21
8973,"Navarro, Carter and Reed",Cherry,Holly,+1-225-230-4529x7119,467 Spruce St,Apt 5,Albuquerque,NM,87101,United States,5350,8975.64,3415.4
9923,Schmidt PLC,Hampton,Travis,(594)581-5584x5301,543 Beech Dr,Unit 6A,Charlotte,NC,28201,United States,6514,1776.62,3622.73
1695,Beard-Short,Jimenez,Monica,317-845-8210,237 Main St,Apt 35,Madrid,Valencia,15001,Spain,1898,4524.93,7253.01
4194,Wiggins Ltd,Hamilton,Kevin,001-712-792-1662x3332,987 Cedar Rd,,Philadelphia,PA,19101,United States,7876,4462.31,7620.62
6793,Fields Group,Powers,Alexander,715.298.6203,133 Oak St,Apt 16,Venice,Campania,20100,Italy,7037,2493.05,5304.25
6294,"Hobbs, Vargas and Johnson",Ortiz,Kelly,200-981-4489x7249,890 Poplar Ave,Suite 20,Columbus,OH,43085,United States,5105,6443.23,6291.57
1531,Hess-Donaldson,Brown,Kyle,+1-563-282-0378,674 Park Ave,Apt 6,Leipzig,Hamburg,20095,Germany,6561,3665.4,6611.36
9170,Gay-Lawrence,Jackson,Amy,(288)618-7132,753 Willow Cir,Suite 10,San Diego,CA,92101,United States,6669,6961.27,3966.14
8801,"Glover, Knight and Lowe",Warner,Elizabeth,(690)918-6715,930 Main St,Apt 32,Utrecht,Utrecht,1012,Netherlands,9654,1778.08,7326.4
7812,Gibbs-Anderson,Olsen,Diane,(837)650-2250x2117,248 Birch Blvd,,Arlington,TX,76001,United States,2551,4642.49,3186.96
3462,Rose Group,Johnson,Antonio,(779)245-1818x9930,600 Park Ave,Apt 2,Rotterdam,North Holland,3011,Netherlands,2293,8463.35,9783.89
7583,Mcneil-Phillips,Collins,Kathleen,+1-933-598-1470x244,248 Birch Blvd,,Arlington,TX,76001,United States,1638,8058.64,3419.77
9786,Harmon-Vasquez,Osborn,Cody,001-209-448-2206,439 Maple Ave,Apt 17,Turin,Lazio,20100,Italy,7088,7250.96,9864.74
3403,"Chaney, Williams and Moore",Schwartz,James,(588)327-8047,652 High St,Apt 34,Bordeaux,Île-de-France,31000,France,2966,5312.35,8651.87
6354,"Boyd, Martinez and Carey",Jenkins,Kelly,+1-735-899-6140x3710,893 Oak St,Apt 47,Naples,Lombardy,20100,Italy,7223,2331.59,2116.05
6764,Sullivan LLC,Rush,Jonathan,+1-290-378-4994,addressLine1,addressLine2,city,state,postalCode,country,4079,4692.57,6783.47
3840,Moreno-Austin,Ramos,John,677-762-7880,907 Walnut St,,Fort Worth,TX,76101,United States,7556,7424.68,5121.59
7054,"Bond, Parker and Morgan",Jones,Denise,363.929.7194x864,679 Dogwood Ln,,Indianapolis,IN,46201,United States,4124,5286.9,6029.63
9939,"Ryan, Wilson and Conner",Jordan,Tanya,301-331-8203,159 Spruce Ln,,San Antonio,TX,78201,United States,2926,4704.74,5506.75
1118,Acosta and Sons,Dalton,David,3309390041,951 Hickory St,Apt 7,San Jose,CA,95101,United States,3575,6287.63,9121.82
6472,"Shea, Patterson and Powell",Lucas,Laura,+1-733-888-4528x81349,395 Park Ave,Apt 43,Rome,Veneto,00100,Italy,3471,5291.77,9645.51
7086,"Giles, Edwards and Montoya",Taylor,Cheyenne,+1-428-571-3627,924 Main St,Apt 44,Frankfurt,Hamburg,20095,Germany,8033,6809.37,6728.51
3355,Jackson-Juarez,Elliott,Joseph,001-370-422-2516x088,687 High St,Apt 38,Munich,Saxony,60311,Germany,1476,6375.28,4920.39
6785,Bell-Williams,Stone,Kathleen,206.381.5000x927,674 Park Ave,Apt 6,Leipzig,Hamburg,20095,Germany,5970,2241.67,5763.85
9387,Armstrong Inc,Torres,Anthony,+1-403-951-9814,395 Park Ave,Apt 43,Rome,Veneto,00100,Italy,2385,1569.1,2688.43
9827,"Carson, Lawson and Adams",Miller,Crystal,(543)233-9952,134 Redwood Dr,,Jacksonville,FL,32201,United States,5572,8164.53,5555.2
1830,Porter Ltd,Thomas,Stanley,+1-520-416-9492,890 Chestnut Ave,,Fresno,CA,93701,United States,3409,8452.15,9407.06
5014,Powell-White,Meyer,James,9782324513,747 Main St,Apt 13,Barcelona,Andalusia,15001,Spain,9455,1992.95,9548.25
4666,"Grimes, Ford and Thomas",Kelly,Kimberly,713-659-6360x38071,159 Willow Ln,,Memphis,TN,38101,United States,6666,7349.96,5901.78
1899,"Hunter, Clark and Richard",Wright,Darren,6189041926,407 Park Ave,Apt 15,Venice,Lombardy,80100,Italy,6690,7748.71,2731.09
4268,"Roman, King and Harris",Mcbride,Todd,+1-384-450-1451x3165,793 Oak St,Apt 22,A Coruña,Madrid,08001,Spain,5508,7350.12,3389.69
1658,"Berry, Carson and Morales",Randolph,Tamara,287.851.5110x64882,654 Fir St,,Nashville,TN,37201,United States,1908,1464.92,7720.42
7186,Young-Lyons,Snyder,Crystal,(483)500-8212x5667,753 Birch Cir,Suite 4,Portland,OR,97201,United States,6763,4007.21,1160.61
4237,Sanders-Roberts,Novak,Robert,001-869-294-6475x66799,852 Maple Ave,,Cleveland,OH,44101,United States,9145,1942.38,5726.45
8712,Melendez-Santos,Johnston,Ronald,001-962-747-5839x59457,789 Maple Dr,Apt 3B,Denver,CO,80201,United States,7454,7648.42,5353.71
1870,"Salas, Walsh and Boyd",Martin,Laura,266-453-8554,508 Maple Ave,Apt 35,Munich,Hamburg,04103,Germany,3498,9883.81,8738.27
1862,"Morgan, Dunn and Moreno",Bradley,Matthew,(876)953-3213,123 Maple St,Apt 2,New York,NY,10001,United States,7344,8997.98,1956.61
5509,"Kane, Alexander and Brown",Perry,Heidi,+1-675-612-7417x6278,890 Poplar Ave,Suite 20,Columbus,OH,43085,United States,4753,1812.48,6212.03
7188,Frederick Ltd,Phelps,Daniel,204-566-5839,679 Dogwood Ln,,Indianapolis,IN,46201,United States,9724,5897.6,5530.51
9232,Spencer Ltd,Eaton,Lori,345.975.8900x9368,133 Oak St,Apt 16,Venice,Campania,20100,Italy,6058,5323.83,3746.42
4846,Jimenez LLC,Mueller,Lonnie,+1-569-504-4938x20926,187 Park Ave,Apt 42,Munich,Saxony,80331,Germany,5371,3698.01,9599.74
9454,"Spears, Lloyd and Ford",Johnson,Laura,(936)863-6808,72 Main St,Apt 24,Utrecht,North Holland,3011,Netherlands,3844,9378.8,8688.43
5828,Li-White,Bryant,Michelle,989-570-1946x6066,321 Birch Blvd,,Houston,TX,77001,United States,5542,6100.92,9031.85
6174,Marshall-Tapia,Ray,Alicia,234-366-7513x97189,508 Maple Ave,Apt 35,Munich,Hamburg,04103,Germany,7049,3816.13,2261.44
6116,Barton-White,Welch,Scott,(790)781-9242x9812,123 Cedar St,,Atlanta,GA,30301,United States,6981,1845.77,3709.37
9650,"Chambers, Day and Craig",Cooper,Max,975-506-8414x52504,543 Alder Dr,Suite 15,Kansas City,MO,64101,United States,7985,8118.95,4507.48
7607,"Fitzgerald, Hudson and Williams",Tucker,Erika,825.649.7916x837,358 Main St,Apt 25,Hamburg,Hamburg,60311,Germany,4656,6499.94,3141.66
8569,Lane PLC,Monroe,Deborah,001-237-227-8452x672,951 Oak St,,Louisville,KY,40201,United States,2903,8923.01,5772.58
4708,Hall Group,Gonzales,Stephanie,001-468-520-6971x519,237 Main St,Apt 35,Madrid,Valencia,15001,Spain,2392,5884.31,9348.36
6821,"Mueller, Palmer and Russell",Taylor,Amy,(885)759-4617x128,826 Oak St,Apt 49,Toulouse,Île-de-France,13000,France,1755,2604.47,1400.3
6255,Thomas PLC,Vazquez,Matthew,+1-502-703-7276,49 Maple Ave,Apt 31,Milan,Piedmont,10100,Italy,6931,5797.78,9670.15
1350,Dickerson and Sons,Walsh,Michael,001-792-506-1749x6373,262 Oak St,Apt 12,Marseille,Occitanie,31000,France,2199,8261.64,2054.21
1556,Stevenson-Manning,Clark,Jessica,704.679.2998x86369,790 Maple Ave,Apt 34,Seville,Catalonia,41001,Spain,7714,8881.54,9281.45
1113,"Ortiz, Morrison and Curtis",Hernandez,Janet,3352872173,134 Pine Dr,,Milwaukee,WI,53201,United States,8599,4091.19,8027.01
3034,"Alvarez, Webb and Kennedy",Black,Daniel,(289)736-5923,951 Hickory St,Apt 7,San Jose,CA,95101,United States,8432,1242.62,7800.79
5213,"Chambers, Cardenas and Hammond",Harper,Stephanie,8916837706,243 Maple Ave,Apt 13,Valencia,Valencia,28001,Spain,6834,6041.96,1518.12
2052,"Luna, Hoffman and Morris",Arroyo,Alexander,(724)429-0365,460 Oak St,Apt 36,Milan,Piedmont,80100,Italy,3172,4604.34,2220.04
9521,Martin PLC,Smith,Erik,215-700-9400x52870,717 Oak St,Apt 11,Hamburg,Hesse,10115,Germany,7789,3386.75,5318.8
7049,Johnson Ltd,Wood,Melinda,(520)458-8917,596 Park Ave,Apt 41,Madrid,Catalonia,28001,Spain,8701,7060.73,2438.85
5040,Yoder LLC,Mason,Collin,001-632-746-9488x51485,920 Oak St,Apt 11,Milan,Campania,30100,Italy,5384,3173.43,4055.64
2555,Perkins-Powers,Singh,Lisa,8046018881,654 Elm St,Apt 4C,Phoenix,AZ,85001,United States,6623,6236.58,7740.18
7084,Turner Ltd,Cook,Vicki,001-384-955-6850x377,890 Chestnut Ave,,Fresno,CA,93701,United States,4138,4488.84,6930.1
9794,Jones-Bautista,Sanchez,Nicholas,639.812.2188x8862,248 Birch Blvd,,Arlington,TX,76001,United States,1859,9186.87,4200.38
6380,Johnson Ltd,Daniels,Jenny,571.609.6068x296,789 Maple Dr,Apt 3B,Denver,CO,80201,United States,8245,9358.12,2698.91
9594,Hanson-Ryan,Smith,Nicole,(417)372-1008x9052,930 Main St,Apt 32,Utrecht,Utrecht,1012,Netherlands,7244,2707.52,9052.94
5417,Huynh-Mejia,Mercer,Lindsey,334-835-5997x099,226 Main St,Apt 1,Leipzig,Bavaria,10115,Germany,6213,2994.99,1516.34
6594,Brown-Jones,Smith,Ian,378-636-7235x909,460 Oak St,Apt 36,Milan,Piedmont,80100,Italy,4240,9742.3,4261.36
8591,Ortiz-Brown,Barton,Adam,+1-636-800-4440x933,243 Maple Ave,Apt 13,Valencia,Valencia,28001,Spain,7523,9894.2,8992.61
6638,Grimes-Cook,Baldwin,Alyssa,596.617.9436,966 Park Ave,Apt 32,Naples,Campania,30100,Italy,6937,7016.4,5753.29
2598,"Haley, Guzman and Miller",Elliott,Sean,+1-808-825-2567x72614,19 High St,Apt 21,Leipzig,Berlin,10115,Germany,6195,9305.19,5325.18
2293,"Thompson, Stevens and Vasquez",Collins,Amber,215.949.1325,248 Magnolia Ct,,Austin,TX,73301,United States,4894,4827.64,5151.14
1037,Blake Ltd,Martinez,Diane,796-691-5801,790 Maple Ave,Apt 34,Seville,Catalonia,41001,Spain,5683,1018.77,5700.58
2811,Wall Group,Simmons,Kayla,001-259-712-3811x9405,134 Pine Ave,Suite 12,Bakersfield,CA,93301,United States,3524,5342.35,6053.76
3417,Scott Inc,Ross,Holly,001-634-766-8063x4105,321 Birch Blvd,,Houston,TX,77001,United States,7793,2406.65,6842.04
8552,Turner Inc,Anderson,Victoria,732.287.0425x6244,789 Pine Cir,,Raleigh,NC,27601,United States,5476,1994.92,7442.9
8816,Henderson LLC,Tucker,Mark,428.648.1859x998,358 Main St,Apt 25,Hamburg,Hamburg,60311,Germany,7155,3220.75,4890.0
2950,Shields-Gutierrez,Luna,Robert,+1-434-284-4119x4393,951 Oak St,,Louisville,KY,40201,United States,8522,4037.0,9371.9
7942,"English, Little and White",Huber,Richard,+1-366-560-8258x1771,269 Maple Ave,Apt 21,Turin,Campania,80100,Italy,6973,5108.21,2778.16
9352,Johnson-Taylor,Taylor,Ronnie,437-376-9775x343,930 Main St,Apt 32,Utrecht,Utrecht,1012,Netherlands,7284,9733.24,1041.57
7813,Rios LLC,Ross,Bradley,7014250481,addressLine1,addressLine2,city,state,postalCode,country,6640,5631.38,6130.06
3818,Sanders-Perry,Roberts,Kathy,7509459003,789 Pine Cir,,Raleigh,NC,27601,United States,3628,5565.82,7209.18
5774,Jones and Sons,Dickerson,Denise,2676141621,98 Park Ave,Apt 35,Amsterdam,Gelderland,1012,Netherlands,7913,6593.52,3834.12
2071,Miller Ltd,White,Anna,242.931.1175,822 Park Ave,Apt 17,Utrecht,Limburg,6211,Netherlands,6546,4068.56,8601.85
3636,Howard PLC,Young,James,438.459.4827,460 Oak St,Apt 36,Milan,Piedmont,80100,Italy,1341,3757.72,4364.94
9620,West-Hawkins,Barton,Karen,704.840.4947,456 Alder Ave,,Seattle,WA,98101,United States,2647,9342.01,1527.56
6580,Henderson Ltd,Snyder,Sarah,+1-662-279-6467x0236,56 Maple Ave,Apt 27,Frankfurt,Hamburg,80331,Germany,8245,4883.37,5412.38
3849,Moran Inc,Frank,Michele,001-489-655-3881x30746,617 Park Ave,Apt 34,Leipzig,Hesse,04103,Germany,6190,9054.37,4832.21
7614,Miller-Gardner,Chang,Leah,+1-755-724-5488,890 Chestnut Ave,,Fresno,CA,93701,United States,2962,6964.52,1471.05
7572,Richmond PLC,Oconnor,Brian,510.521.1466,679 Dogwood Ln,,Indianapolis,IN,46201,United States,8086,6228.87,2975.75
3105,"West, Romero and Small",Jones,Carrie,9059158900,652 High St,Apt 34,Bordeaux,Île-de-France,31000,France,2009,7293.35,4130.49
3626,Johnson-Smith,Vega,Gail,+1-924-444-2463x7597,951 Oak St,,Louisville,KY,40201,United States,4474,6935.39,3605.29
4311,Robinson and Sons,Carter,Amanda,8716011511,907 Oak St,,Sacramento,CA,94203,United States,4048,2454.13,1080.38
7755,Johnston-Garrett,Alvarez,Elizabeth,7737476499,654 Fir St,,Nashville,TN,37201,United States,4861,8400.08,7628.84
4115,Cook-Perkins,Mann,Mary,958.425.5940x26566,123 Chestnut St,,Detroit,MI,48201,United States,4166,9807.4,9522.81
2000,"Dickson, Sharp and Ford",Alvarado,Carl,(744)374-5266x2613,269 Maple Ave,Apt 21,Turin,Campania,80100,Italy,3484,6350.6,8954.15
2254,"Hudson, Smith and Esparza",Chavez,Luis,840-616-3608,110 Oak St,Apt 6,Marseille,Île-de-France,75000,France,6934,8198.23,9256.57
9478,Smith-Caldwell,Jones,Danielle,995.835.2285x531,907 Walnut St,,Fort Worth,TX,76101,United States,2446,2512.99,4222.11
9389,Hill-Mathews,Dunn,Michael,+1-390-337-9477x3235,467 Sycamore St,Apt 12,San Francisco,CA,94101,United States,7374,7925.54,8473.03
5481,Cox-Pierce,Jenkins,Dylan,897-449-6163,248 Birch Blvd,,Arlington,TX,76001,United States,6737,8445.83,2506.28
6104,Gonzalez Ltd,Wall,Lisa,756.717.9290x1428,addressLine1,addressLine2,city,state,postalCode,country,1021,6162.82,5041.41
4466,Clark-White,King,Melissa,(232)711-3807x138,826 Oak St,Apt 49,Toulouse,Île-de-France,13000,France,5755,9488.92,8743.92
3367,Stein-Chen,Blackwell,Joshua,473.224.1285x301,226 Main St,Apt 1,Leipzig,Bavaria,10115,Germany,7137,6380.35,5941.4
3742,Soto PLC,Martin,Brenda,(547)786-8613x85308,47 Main St,Apt 17,Frankfurt,Hamburg,10115,Germany,5855,9552.25,4948.87
9358,Kaiser-Chandler,Roberts,Ashley,414-480-1552x86881,596 Park Ave,Apt 41,Madrid,Catalonia,28001,Spain,1289,5298.32,1714.21
4197,Curtis-Downs,Moss,Laurie,925.589.3033x2736,543 Beech Dr,Unit 6A,Charlotte,NC,28201,United States,4613,6645.78,5083.55
2734,Goodman-Holmes,Carr,Timothy,(907)303-8942,679 Dogwood Ln,,Indianapolis,IN,46201,United States,5536,5288.03,1031.49
4566,Perry LLC,King,Anthony,745.974.4488,679 Spruce Ln,,Santa Ana,CA,92701,United States,8653,8363.98,9695.65
2673,Cole Inc,Mills,Taylor,7596104837,343 Maple Ave,Apt 9,Berlin,Saxony,20095,Germany,3092,2469.78,5050.0
3160,Carter PLC,Gross,Caleb,001-783-739-1294,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,3987,2946.57,1534.46
3853,Gardner-Poole,Martin,Kaitlin,+1-383-471-6282x456,49 Oak St,Apt 1,Amsterdam,North Holland,3011,Netherlands,5792,8371.79,7991.59
1330,Gonzalez and Sons,Lucas,Joseph,585-211-3004x700,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,1108,5362.85,6559.39
3655,Wheeler Ltd,Espinoza,Sharon,(536)239-6607x43452,98 Park Ave,Apt 35,Amsterdam,Gelderland,1012,Netherlands,2578,7795.33,3048.42
7481,Davis Ltd,Holmes,Derek,001-919-258-4584x817,852 Maple Ave,,Cleveland,OH,44101,United States,4799,1712.67,7709.52
1705,"Garcia, Haynes and White",Miller,Sarah,296-903-8721,753 Chestnut Cir,,New Orleans,LA,70112,United States,4156,3691.64,3602.07
5838,"Richardson, Bailey and Jones",Johns,Shelley,566.403.6276x3431,456 Maple Ave,Apt 9B,Miami,FL,33101,United States,1997,7475.21,6135.97
3543,May Group,Carlson,Timothy,310.991.3925,262 Oak St,Apt 12,Marseille,Occitanie,31000,France,9545,6907.47,2323.45
2369,Patterson Ltd,Thornton,Scott,001-747-241-7841,822 Park Ave,Apt 17,Utrecht,Limburg,6211,Netherlands,2440,8020.41,2244.04
6554,Smith-Hale,Dickerson,John,(317)677-3248,159 Sycamore Ln,,Wichita,KS,67201,United States,6562,4934.12,1375.15
1309,Johnson-Yates,Walsh,Matthew,(284)225-6708x97037,321 Cypress Cir,,El Paso,TX,79901,United States,7423,3877.72,6366.02
1303,Jackson-Baker,Torres,Shannon,982-965-2313x07402,467 Cedar St,,Anaheim,CA,92801,United States,9661,4995.09,4954.4
